Project_ID,Project_Title,Total_Cost_KES,Funding_Type,Funding_Source,Start_Date_Planned,Start_Date_Actual,Duration_Months,Vision_2030_Flagship,MTEF_Sector,Implementing_Agency,Implementation_Status
2010/051972,Establishment And Construction Of Students Hostel,326440336.0,gok; unspecified,government of kenya,2010-01-04,2010-01-04,23.0,unspecified,unspecified,"106 - moes&t - jaramogi oginga odinga university of
 science and technology",Ongoing
2010/052343,Establishment And Construction of Laboratories Block At Bondo University College,187288233.0,gok; unspecified,government of kenya,2010-01-04,2010-01-04,22.0,unspecified,unspecified,"106 - moes&t - jaramogi oginga odinga university of
 science and technology",Ongoing
2012/053330,Good Water Governance In Lake Victoria South Region,212855347.0,unspecified,505 - european development fund,2008-05-19,2008-05-19,43.0,unspecified,unspecified,110 - ministry of environment water and natural resources; 164 - mowi - lake victoria south water services board,Unspecified
2012/053926,Construction Of Civil Registration Office In Kisumu West,30000000.0,unspecified,government of kenya,2012-07-01,2012-08-10,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054157,Administration Block-Kisumu Women Prison,2449450.0,gok,government of kenya,2011-08-01,2011-09-20,9.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2013/054170,Kisumu Main-Staff Houses,3600000.0,unspecified,government of kenya,2011-08-07,2011-09-15,6.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2013/054177,Kibos Medium -Inmates Ward,5000000.0,unspecified,government of kenya,2010-09-10,2010-10-05,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2013/054338,Construction Of Dog Kernel In Kisumu Main Prison,3200000.0,unspecified,government of kenya,2010-12-05,2010-12-17,17.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2014/055035,KISUMU MAIN PRISON CONSTRUCTION OF PRISONERS WARD,3000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,7.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2014/055061,KIBOS MAION PRISON CONSTRUCTION OF PRISONERS WARDS/KITCHEN,3000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Planned
2014/055100,KISUMU EAST WINAM PROBATION OFFICE,9000000.0,unspecified,government of kenya,2013-09-30,2013-09-30,21.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2015/055657,Refurbishment of Old Kisumu Court,150000.0,unspecified,government of kenya,2015-09-01,2015-09-01,9.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Planned
2015/055675,Maseno Law Courts - Refurbishment,27855290.0,unspecified,government of kenya,2014-07-01,2014-07-01,47.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2015/055676,Nyando Law Courts - Refurbishment,5772421.0,unspecified,government of kenya,2015-09-01,2015-09-01,33.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Planned
2015/055695,Winam Law Courts - Refurbishment,30616063.0,unspecified,government of kenya,2015-07-01,2015-07-01,35.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Planned
2012/053916,Mbita Office Block,32200000.0,unspecified,government of kenya,2011-07-01,2011-08-03,12.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2012/054029,Revitalization Of Waondo Youth Polytechnic,4025323.0,grant; unspecified,011 - government of italy,2009-07-01,2009-07-01,59.0,unspecified,education,106 - ministry of education; 1131 - ministry of sports culture and arts,Ongoing
2013/054090,West Karachuonyo Water Supply,80000000.0,grant; unspecified,011 - government of italy,2012-07-01,2012-07-01,23.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2013/054552,Equiping of Nyagwethe Youth Polytechnic,413351.0,grant,011 - government of italy,2013-12-20,2013-12-20,6.0,unspecified,education,106 - ministry of education,Planned
2014/054660,Construction Of Makongeni Health Centre In Homabay,24125911.0,gok; unspecified,government of kenya,2011-07-06,2011-07-06,35.0,ministry of land housing and urban development,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2014/055042,HOMABAY PRISON CONSTRUCTION OF INMATES WARD,3000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,7.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Planned
2015/055511,Nyagwethe Youth Polytechnic,18000000.0,grant; unspecified,011 - government of italy,2015-07-01,2015-07-01,11.0,unspecified,education,1062 - state department for science and technology,Pipelined
2015/055514,Mfangano Youth Polytechnic,19500000.0,grant; unspecified,011 - government of italy,2015-07-01,2015-07-01,11.0,unspecified,education,1062 - state department for science and technology,Pipelined
2015/055561,Ndhiwa Sub County Headquarters,55000000.0,unspecified,government of kenya,2010-05-05,2010-05-05,73.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Stalled
2015/055607,CONSTRUCTION OF NEW MBITA LAW COURTS,80924094.0,unspecified,government of kenya,2014-07-01,2014-07-01,47.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2015/055652,Refurbishment of Ndhiwa Court,43428334.0,unspecified,government of kenya,2014-09-01,2015-02-02,33.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2013/054336,Construction Of Ofice Block At Ndhiwa Probation,7219434.0,unspecified,government of kenya,2011-04-15,2011-04-15,20.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054337,Construction Of Office Block At Gucha Probation,5000000.0,unspecified,government of kenya,2009-07-05,2009-08-20,35.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2014/055026,PROPOSED REFURBISHMENT OF ODPP OFFICES IN MIGORI COUNTY,4160776.0,unspecified,government of kenya,2014-09-01,2014-09-01,2.0,unspecified,"governance, justice, law and order (gjlos)",unknown,Planned
2014/055062,MIGORI PRISON CONSTRUCTION OF PRISONERS WARDS/KITCHEN,2000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2015/055648,Rongo Law Courts- Refurbishment,26567887.0,unspecified,government of kenya,2015-02-02,2015-02-02,40.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2012/053600,Fencing Of Suneka Airstrip,4000000.0,gok; unspecified,government of kenya,2012-05-22,2012-06-04,1.0,ministry of interior and coordination of national government,unspecified,102 - ministry of interior and coordination of national government,Completed
2012/053925,Construction Of Ministerial Complex In Kisii Central,30000000.0,unspecified,government of kenya,2011-07-01,2011-07-01,17.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2012/053940,Construction Of District Registrar'S Office In Masaba North,750000.0,unspecified,government of kenya,2012-07-01,2012-09-01,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2012/053943,Construction Of District Registrar'S Office In Gucha,900000.0,unspecified,government of kenya,2012-07-01,2012-09-01,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2014/054670,Proposed Completion Of Nyamira Divisional Police Headquarters Phase Ii,812709152.0,unspecified,government of kenya,2011-01-05,2011-01-05,57.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2014/055030,KISII MAIN PRISON,3000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,7.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2014/055115,NORTH MASABA SUB COUNTY HEADQUARTERS,28000000.0,unspecified,government of kenya,2012-08-08,2012-08-08,34.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2015/055654,Kisii Law Courts - Construction,36739275.0,unspecified,government of kenya,2015-07-01,2015-07-01,35.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Planned
2011/052786,Nyamira Divisional Police Headquaters Phase Ii,695000000.0,unspecified,government of kenya,2011-01-12,2011-01-12,23.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2014/055028,PROPOSED REFURBISHMENT OF OFFICES IN NYAMIRA COUNTY,4046290.0,unspecified,government of kenya,2014-09-01,2014-09-01,2.0,unspecified,"governance, justice, law and order (gjlos)",unknown,Planned
2015/055553,Borabu Sub County Headquarters,33800000.0,unspecified,government of kenya,2014-06-17,2014-06-17,24.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2015/055566,Nyamira North Sub County Headquarters-External works,7200000.0,unspecified,government of kenya,2015-07-07,2015-07-07,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2010/051764,Extension Of Department Of Surgery,26069269.0,gok,106 - moes&t - university of nairobi,2007-01-08,2007-01-08,34.0,unspecified,unspecified,106 - moes&t - university of nairobi,Completed
2010/052264,Ministry Headquarters Rehabilitation,1000000.0,gok; unspecified,government of kenya,2010-07-30,2010-07-30,9.0,unspecified,unspecified,106 - ministry of education,Ongoing
2010/052725,Regulatory Management Information System,80000000.0,unspecified,unknown,2010-10-01,2010-10-18,12.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum,Ongoing
2011/052788,Kenya Institute Of Business Training Headquarters,629909101.0,unspecified,government of kenya,2009-02-01,2009-02-01,75.0,unspecified,unspecified,1111 - ministry of land housing and urban development,Ongoing
2011/052919,Construction Of School Of Economics,100000000.0,unspecified,government of kenya,2010-10-01,2010-10-01,17.0,unspecified,education,106 - ministry of education; 106 - moes&t - kenyatta university (ku),Ongoing
2011/052920,8-4-4 Office Block Expansion,60000000.0,unspecified,government of kenya,2010-09-01,2010-09-01,9.0,unspecified,education,106 - ministry of education; 106 - moes&t - kenyatta university (ku),Completed
2011/053111,Kamiti Medium Prison - Amoury,800000.0,unspecified,government of kenya,2009-07-01,2009-08-03,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2012/053331,Nairobi Missing Link Roads And Non-Motorised Transport Facillities,4025974026.0,grant; gok; unspecified,505 - european development fund; government of kenya,2012-01-18,2012-01-18,84.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 1091 - state department of infrastructure,Ongoing
2012/053400,Proposed Ministry Of Energy Headquarters Nairobi,1625917898.0,unspecified,government of kenya,2011-05-03,2011-05-03,16.0,mercados energy,"energy, infrastructure and ict",1151 - ministry of energy & petroleum,Ongoing
2012/053752,Routine Maintenance Of Mau Mau Access Road,12486181.0,unspecified,road maintenance levy fund,2012-11-02,2012-11-02,0.0,unspecified,"energy, infrastructure and ict",unspecified,Planned
2012/053757,Proposed Mutuini High School,21229810.0,unspecified,constituency development fund (cdf),2009-06-15,2010-02-15,36.0,unspecified,education,106 - ministry of education,Ongoing
2012/053763,Beth Mugo High School,18700000.0,unspecified,constituency development fund (cdf),2010-09-01,2010-09-13,21.0,unspecified,education,106 - ministry of education,Ongoing
2012/053767,Construction Of Muthiora Road,3980000.0,unspecified,constituency development fund (cdf),2012-08-01,2012-09-10,3.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure,Ongoing
2012/053768,Kawangware Chief'S Offfice,2500000.0,unspecified,constituency development fund (cdf),2012-09-14,2012-09-14,2.0,unspecified,unspecified,102 - ministry of interior and coordination of national government,Planned
2012/053794,Raila Educational Centre,21000000.0,gok; unspecified,constituency development fund (cdf),2012-06-12,2012-06-12,8.0,unspecified,unspecified,106 - ministry of education,Ongoing
